Match,Result,totalGold,goldDiff,totalKills,totalDeaths,totalAssists,KD_rat,indGold,indKills,indDeaths,indAssists
B5103,1,85287,8681,11,13,23,-2,"[16842, 17103, 17699, 21964, 11679]","[0, 3, 3, 5, 0]","[3, 2, 4, 1, 3]","[6, 5, 1, 3, 8]"
R5103,0,76606,-8681,13,11,33,2,"[16685, 14274, 18476, 16659, 10512]","[0, 4, 6, 3, 0]","[3, 3, 2, 2, 1]","[8, 4, 4, 7, 10]"
B5104,1,61529,3962,12,12,36,0,"[12610, 12598, 12740, 14201, 9380]","[1, 4, 1, 5, 1]","[2, 2, 3, 3, 2]","[8, 7, 8, 5, 8]"
R5104,0,57567,-3962,12,12,20,0,"[12535, 11377, 12821, 12846, 7988]","[3, 3, 1, 5, 0]","[3, 2, 3, 2, 2]","[5, 3, 3, 2, 7]"
B5105,1,59190,9847,17,3,32,14,"[13476, 10591, 14035, 12718, 8370]","[3, 2, 7, 5, 0]","[0, 1, 0, 1, 1]","[4, 7, 6, 5, 10]"
R5105,0,49343,-9847,3,17,5,-14,"[10704, 10078, 11433, 10250, 6878]","[0, 1, 2, 0, 0]","[3, 4, 4, 1, 5]","[0, 1, 0, 2, 2]"
B5106,1,51413,12329,20,4,46,16,"[11060, 10253, 11545, 11074, 7481]","[6, 4, 8, 2, 0]","[0, 2, 0, 0, 2]","[4, 8, 8, 12, 14]"
R5106,0,39084,-12329,4,20,10,-16,"[8515, 7173, 9114, 8672, 5610]","[0, 1, 3, 0, 0]","[4, 4, 6, 3, 3]","[2, 2, 1, 2, 3]"
B5107,1,58791,10449,15,8,42,7,"[14539, 11049, 12563, 11727, 8913]","[8, 2, 3, 2, 0]","[1, 2, 1, 1, 3]","[3, 9, 9, 11, 10]"
R5107,0,48342,-10449,8,15,18,-7,"[9684, 9732, 10816, 11019, 7091]","[1, 2, 4, 1, 0]","[3, 4, 5, 2, 1]","[4, 4, 2, 3, 5]"
B5108,0,66044,-10909,5,13,10,-8,"[13943, 12402, 16194, 14065, 9440]","[2, 0, 0, 3, 0]","[2, 2, 3, 4, 2]","[1, 2, 3, 1, 3]"
R5108,1,76953,10909,13,5,37,8,"[19158, 12750, 17361, 16990, 10694]","[2, 1, 3, 7, 0]","[1, 1, 1, 0, 2]","[6, 8, 10, 4, 9]"
B5109,0,70196,-10689,9,16,21,-7,"[19045, 12070, 14169, 14449, 10463]","[2, 3, 2, 2, 0]","[1, 5, 5, 3, 2]","[4, 5, 2, 3, 7]"
R5109,1,80885,10689,16,9,33,7,"[16686, 15290, 17495, 19880, 11534]","[2, 1, 3, 10, 0]","[0, 1, 3, 2, 3]","[6, 11, 4, 2, 10]"
B5110,1,70550,14993,13,2,38,11,"[14798, 14393, 16059, 14846, 10454]","[1, 1, 9, 2, 0]","[1, 0, 0, 1, 0]","[7, 8, 3, 9, 11]"
R5110,0,55557,-14993,2,13,3,-11,"[12191, 11022, 12373, 11203, 8768]","[0, 0, 1, 0, 1]","[1, 3, 4, 3, 2]","[2, 0, 1, 0, 0]"
B5111,0,42828,-13196,7,24,10,-17,"[8229, 8263, 8931, 10664, 6741]","[1, 2, 2, 0, 2]","[5, 7, 3, 4, 5]","[2, 1, 2, 4, 1]"
R5111,1,56024,13196,24,7,43,17,"[11022, 11347, 12909, 12457, 8289]","[3, 6, 11, 3, 1]","[2, 1, 1, 3, 0]","[13, 9, 3, 8, 10]"
B5112,0,42871,-15049,2,5,4,-3,"[8956, 8852, 9858, 8789, 6416]","[1, 0, 0, 1, 0]","[1, 1, 1, 1, 1]","[0, 0, 1, 1, 2]"
R5112,1,57920,15049,5,2,13,3,"[12075, 10509, 14437, 12479, 8420]","[1, 1, 2, 1, 0]","[0, 1, 0, 1, 0]","[2, 4, 2, 2, 3]"
B5113,0,69750,-2789,9,21,22,-12,"[15293, 13753, 15107, 14822, 10775]","[3, 4, 0, 0, 2]","[3, 4, 4, 4, 6]","[2, 3, 7, 5, 5]"
R5113,1,72539,2789,21,9,49,12,"[15313, 13126, 16579, 16698, 10823]","[5, 4, 4, 8, 0]","[3, 1, 3, 0, 2]","[9, 10, 10, 7, 13]"
B5114,0,63961,-3784,16,12,48,4,"[13923, 11350, 14797, 14053, 9838]","[5, 1, 7, 3, 0]","[2, 3, 2, 3, 2]","[7, 13, 3, 12, 13]"
R5114,1,67745,3784,12,16,32,-4,"[12849, 12770, 18608, 13956, 9562]","[0, 0, 6, 6, 0]","[3, 3, 2, 4, 4]","[9, 6, 3, 3, 11]"
B5115,0,94024,-558,18,17,31,1,"[19672, 19040, 20862, 19153, 15297]","[3, 4, 3, 4, 4]","[3, 3, 3, 5, 3]","[7, 6, 7, 4, 7]"
R5115,1,94582,558,17,18,43,-1,"[18424, 16244, 22864, 23017, 14033]","[0, 0, 9, 8, 0]","[6, 3, 3, 3, 3]","[11, 10, 2, 6, 14]"
B5116,0,87744,-12397,22,27,64,-5,"[17707, 16450, 20379, 18136, 15072]","[2, 5, 8, 6, 1]","[6, 4, 5, 7, 5]","[15, 15, 7, 10, 17]"
R5116,1,100141,12397,27,22,59,5,"[16801, 16902, 24020, 25102, 17316]","[1, 1, 8, 13, 4]","[8, 8, 1, 3, 2]","[10, 17, 9, 6, 17]"
B5117,1,77766,4647,19,16,42,3,"[16795, 15478, 16596, 16891, 12006]","[4, 5, 1, 4, 5]","[3, 2, 5, 4, 2]","[6, 9, 9, 10, 8]"
R5117,0,73119,-4647,16,19,25,-3,"[15891, 14809, 16882, 15343, 10194]","[5, 4, 4, 3, 0]","[4, 3, 3, 5, 4]","[5, 3, 5, 3, 9]"
B5118,1,67021,12878,22,11,66,11,"[13422, 13476, 14704, 15714, 9705]","[3, 3, 6, 9, 1]","[2, 3, 2, 2, 2]","[13, 13, 13, 9, 18]"
R5118,0,54143,-12878,11,22,30,-11,"[10543, 10478, 11766, 12779, 8577]","[1, 3, 3, 4, 0]","[4, 3, 7, 2, 6]","[7, 5, 5, 4, 9]"
B5119,0,48254,-12600,7,18,12,-11,"[11151, 9487, 10610, 10311, 6695]","[1, 4, 0, 2, 0]","[3, 4, 4, 3, 4]","[4, 2, 4, 0, 2]"
R5119,1,60854,12600,18,7,30,11,"[12722, 13444, 12767, 13441, 8480]","[3, 9, 4, 2, 0]","[2, 3, 2, 0, 0]","[7, 4, 5, 7, 7]"
B5120,0,62435,-9748,11,20,19,-9,"[12949, 12733, 13700, 13856, 9197]","[2, 2, 4, 3, 0]","[5, 3, 4, 4, 4]","[5, 4, 1, 4, 5]"
R5120,1,72183,9748,20,11,47,9,"[14946, 13167, 17044, 16479, 10547]","[6, 3, 5, 5, 1]","[3, 2, 2, 2, 2]","[8, 9, 10, 9, 11]"
B5121,1,59662,13128,20,15,48,5,"[11268, 11376, 13276, 15151, 8591]","[3, 4, 3, 10, 0]","[4, 4, 3, 2, 2]","[10, 12, 11, 3, 12]"
R5121,0,46534,-13128,15,20,29,-5,"[9577, 8289, 10631, 10769, 7268]","[2, 2, 4, 5, 2]","[3, 6, 5, 3, 3]","[5, 5, 5, 5, 9]"
B5122,0,42638,-14807,5,16,12,-11,"[8026, 8138, 9668, 10253, 6553]","[0, 0, 0, 4, 1]","[5, 3, 4, 2, 2]","[3, 2, 3, 1, 3]"
R5122,1,57445,14807,16,5,39,11,"[10726, 10693, 14240, 13186, 8600]","[1, 2, 5, 6, 2]","[2, 1, 0, 0, 2]","[5, 8, 7, 10, 9]"
B5123,0,69154,-8898,12,19,24,-7,"[14095, 11142, 17762, 15895, 10260]","[3, 0, 2, 5, 2]","[5, 6, 2, 2, 4]","[5, 6, 6, 3, 4]"
R5123,1,78052,8898,19,12,51,7,"[14965, 16239, 18434, 16987, 11427]","[0, 7, 5, 6, 1]","[4, 2, 3, 1, 2]","[13, 7, 10, 9, 12]"
B5124,0,44821,-13947,3,19,4,-16,"[8430, 8160, 10786, 11059, 6386]","[1, 0, 0, 2, 0]","[4, 7, 2, 2, 4]","[1, 1, 1, 0, 1]"
R5124,1,58768,13947,19,3,40,16,"[12514, 10435, 14344, 13761, 7714]","[2, 2, 8, 7, 0]","[2, 1, 0, 0, 0]","[5, 9, 6, 5, 15]"
B5125,0,50035,-7005,6,12,9,-6,"[9500, 9280, 11141, 12543, 7571]","[0, 0, 1, 5, 0]","[4, 1, 3, 2, 2]","[0, 2, 1, 1, 5]"
R5125,1,57040,7005,12,6,28,6,"[13574, 11949, 12824, 11265, 7428]","[4, 6, 2, 0, 0]","[2, 1, 0, 1, 2]","[5, 4, 6, 6, 7]"
B5126,1,56180,12468,8,1,23,7,"[11021, 11225, 13289, 12310, 8335]","[1, 3, 4, 0, 0]","[0, 1, 0, 0, 0]","[4, 3, 4, 5, 7]"
R5126,0,43712,-12468,1,8,1,-7,"[9065, 9428, 9238, 9392, 6589]","[0, 1, 0, 0, 0]","[1, 0, 3, 1, 3]","[0, 0, 0, 1, 0]"
B5127,1,65936,13514,19,9,28,10,"[16962, 12031, 14126, 13867, 8950]","[10, 1, 4, 4, 0]","[1, 1, 1, 3, 3]","[7, 7, 2, 3, 9]"
R5127,0,52422,-13514,9,19,15,-10,"[9514, 9633, 12299, 12554, 8422]","[1, 0, 2, 5, 1]","[5, 4, 5, 1, 4]","[1, 5, 1, 2, 6]"
B5128,0,53292,-7714,12,20,30,-8,"[9673, 9668, 12125, 13596, 8230]","[0, 3, 1, 7, 1]","[4, 6, 5, 3, 2]","[5, 5, 7, 4, 9]"
R5128,1,61006,7714,20,12,49,8,"[12953, 12451, 14128, 11839, 9635]","[4, 4, 7, 4, 1]","[1, 3, 2, 3, 3]","[6, 11, 6, 9, 17]"
B5129,0,50790,-12461,4,17,9,-13,"[11447, 10054, 11854, 10059, 7376]","[2, 1, 1, 0, 0]","[3, 3, 3, 6, 2]","[1, 2, 2, 2, 2]"
R5129,1,63251,12461,17,4,26,13,"[13723, 12186, 15518, 12978, 8846]","[6, 4, 7, 0, 0]","[1, 0, 2, 1, 0]","[5, 4, 0, 7, 10]"
B5130,0,55866,-11934,14,19,22,-5,"[11460, 11481, 13729, 11476, 7720]","[2, 4, 3, 5, 0]","[6, 3, 3, 3, 4]","[8, 4, 4, 1, 5]"
R5130,1,67800,11934,19,14,28,5,"[15129, 13304, 14084, 14495, 10788]","[4, 4, 4, 7, 0]","[5, 3, 0, 2, 4]","[7, 5, 4, 4, 8]"
B5131,1,113070,424,15,22,41,-7,"[26351, 21983, 23413, 23367, 17956]","[8, 1, 5, 1, 0]","[3, 5, 3, 6, 5]","[5, 12, 6, 9, 9]"
R5131,0,112646,-424,22,15,66,7,"[24574, 20012, 26132, 24671, 17257]","[4, 2, 7, 6, 3]","[3, 4, 5, 2, 1]","[10, 16, 11, 14, 15]"
B5132,1,66865,4097,23,16,56,7,"[12840, 11726, 16170, 16052, 10077]","[5, 0, 5, 11, 2]","[3, 4, 2, 4, 3]","[11, 15, 8, 7, 15]"
R5132,0,62768,-4097,16,23,41,-7,"[12471, 12271, 14294, 14551, 9181]","[3, 3, 6, 4, 0]","[4, 4, 5, 4, 6]","[8, 10, 6, 5, 12]"
B5133,1,54744,9962,20,3,47,17,"[10902, 10623, 11687, 13411, 8121]","[3, 4, 6, 7, 0]","[0, 1, 2, 0, 0]","[9, 11, 7, 6, 14]"
R5133,0,44782,-9962,3,20,5,-17,"[8284, 8092, 10739, 10428, 7239]","[0, 1, 0, 1, 1]","[5, 6, 2, 2, 5]","[1, 1, 2, 0, 1]"
B5134,0,72376,-4283,8,21,22,-13,"[13556, 13046, 18726, 16782, 10266]","[0, 0, 5, 3, 0]","[5, 2, 4, 3, 7]","[5, 5, 2, 3, 7]"
R5134,1,76659,4283,21,8,44,13,"[13311, 13319, 18606, 19279, 12144]","[2, 4, 8, 7, 0]","[1, 1, 2, 4, 0]","[6, 10, 6, 6, 16]"
B5135,0,40174,-15875,5,19,9,-14,"[8018, 8063, 8460, 10175, 5458]","[1, 2, 0, 2, 0]","[4, 4, 3, 3, 5]","[1, 2, 2, 1, 3]"
R5135,1,56049,15875,19,5,45,14,"[12142, 10401, 12701, 12579, 8226]","[7, 3, 6, 2, 1]","[1, 2, 0, 2, 0]","[3, 10, 8, 10, 14]"
B5136,1,68662,3887,15,16,37,-1,"[14334, 12753, 14670, 16611, 10294]","[4, 2, 1, 7, 1]","[3, 2, 4, 4, 3]","[5, 7, 8, 5, 12]"
R5136,0,64775,-3887,16,15,33,1,"[14049, 12413, 14356, 13467, 10490]","[6, 3, 4, 1, 2]","[1, 3, 5, 5, 1]","[4, 9, 5, 5, 10]"
B5137,0,97190,-3949,23,33,66,-10,"[18330, 18206, 25866, 20440, 14348]","[1, 3, 11, 8, 0]","[7, 7, 4, 10, 5]","[15, 13, 10, 10, 18]"
R5137,1,101139,3949,33,23,61,10,"[20154, 19585, 23347, 23475, 14578]","[8, 5, 16, 4, 0]","[5, 5, 1, 4, 8]","[11, 9, 9, 18, 14]"
B5138,0,56262,-6213,10,15,17,-5,"[11345, 10564, 14653, 11449, 8251]","[0, 2, 7, 0, 1]","[4, 1, 2, 4, 4]","[4, 6, 2, 1, 4]"
R5138,1,62475,6213,15,10,29,5,"[13372, 12695, 16067, 12117, 8224]","[6, 3, 3, 3, 0]","[4, 0, 1, 3, 2]","[5, 6, 4, 6, 8]"
B5139,0,81426,-7183,17,29,34,-12,"[17502, 15222, 19458, 17132, 12112]","[3, 1, 7, 6, 0]","[3, 8, 4, 10, 4]","[7, 8, 5, 2, 12]"
R5139,1,88609,7183,29,17,45,12,"[17057, 16684, 20197, 19523, 15148]","[3, 2, 16, 7, 1]","[1, 3, 3, 4, 6]","[5, 11, 5, 9, 15]"
B5140,1,66622,6623,17,8,33,9,"[12165, 11827, 15145, 17276, 10209]","[3, 1, 6, 5, 2]","[2, 3, 2, 1, 0]","[5, 6, 8, 5, 9]"
R5140,0,59999,-6623,8,17,21,-9,"[12062, 11931, 14374, 12617, 9015]","[2, 2, 3, 1, 0]","[5, 2, 3, 4, 3]","[1, 5, 3, 6, 6]"
B5141,1,78443,7633,23,12,69,11,"[16417, 14947, 18416, 17339, 11324]","[5, 4, 9, 5, 0]","[4, 0, 1, 6, 1]","[13, 16, 10, 12, 18]"
R5141,0,70810,-7633,12,23,26,-11,"[14062, 13595, 16115, 17184, 9854]","[3, 5, 1, 3, 0]","[4, 8, 4, 4, 3]","[4, 5, 2, 6, 9]"
B5142,0,59019,6057,12,11,24,1,"[13579, 12002, 12442, 12836, 8160]","[3, 6, 3, 0, 0]","[2, 3, 3, 2, 1]","[4, 6, 1, 6, 7]"
R5142,1,52962,-6057,11,12,27,-1,"[11403, 10042, 12682, 11210, 7625]","[0, 4, 6, 1, 0]","[2, 3, 1, 2, 4]","[6, 6, 1, 6, 8]"
B5143,0,53087,-17657,7,15,14,-8,"[12198, 9032, 13762, 10970, 7125]","[3, 0, 3, 1, 0]","[3, 2, 2, 4, 4]","[2, 5, 1, 3, 3]"
R5143,1,70744,17657,15,7,34,8,"[15153, 12711, 16187, 16738, 9955]","[5, 1, 3, 6, 0]","[1, 1, 2, 2, 1]","[3, 8, 7, 6, 10]"
B5144,0,38807,-8023,5,14,9,-9,"[8856, 7749, 8733, 8208, 5261]","[3, 1, 1, 0, 0]","[2, 2, 6, 1, 3]","[1, 3, 2, 1, 2]"
R5144,1,46830,8023,14,5,38,9,"[9077, 9114, 11425, 10534, 6680]","[1, 4, 5, 4, 0]","[1, 1, 3, 0, 0]","[8, 6, 6, 7, 11]"
B5145,0,53160,-9663,7,13,16,-6,"[10220, 10320, 13555, 11630, 7435]","[0, 4, 2, 1, 0]","[2, 2, 3, 5, 1]","[4, 1, 2, 4, 5]"
R5145,1,62823,9663,13,7,30,6,"[13061, 11316, 13607, 15697, 9142]","[2, 1, 5, 5, 0]","[2, 1, 3, 0, 1]","[5, 6, 3, 6, 10]"
B5146,1,44797,8954,9,4,28,5,"[8748, 9200, 9993, 9733, 7123]","[1, 2, 4, 2, 0]","[1, 1, 0, 2, 0]","[6, 5, 4, 5, 8]"
R5146,0,35843,-8954,4,9,12,-5,"[8136, 7876, 7005, 7433, 5393]","[2, 2, 0, 0, 0]","[1, 0, 4, 2, 2]","[1, 2, 1, 4, 4]"
B5147,0,43429,-9175,7,15,16,-8,"[8405, 8431, 9453, 10791, 6349]","[2, 2, 0, 3, 0]","[5, 5, 2, 1, 2]","[2, 3, 3, 2, 6]"
R5147,1,52604,9175,15,7,30,8,"[11478, 10166, 13078, 10481, 7401]","[4, 2, 9, 0, 0]","[1, 1, 0, 3, 2]","[6, 10, 3, 5, 6]"
B5148,1,76660,6225,19,13,35,6,"[17283, 15019, 17000, 16764, 10594]","[6, 8, 1, 3, 1]","[1, 2, 5, 3, 2]","[7, 5, 6, 6, 11]"
R5148,0,70435,-6225,13,19,25,-6,"[14129, 12697, 18695, 15041, 9873]","[1, 1, 7, 2, 2]","[7, 4, 2, 4, 2]","[3, 5, 3, 6, 8]"
B5149,0,44111,-15749,9,23,16,-14,"[8624, 9595, 10989, 8703, 6200]","[2, 4, 3, 0, 0]","[6, 3, 3, 5, 6]","[3, 3, 2, 4, 4]"
R5149,1,59860,15749,23,9,42,14,"[12495, 11061, 12522, 14696, 9086]","[6, 5, 4, 6, 2]","[3, 2, 1, 1, 2]","[5, 10, 4, 9, 14]"
B5150,0,48711,-14516,4,11,8,-7,"[10285, 8785, 12261, 10447, 6933]","[1, 0, 1, 2, 0]","[1, 3, 2, 3, 2]","[2, 3, 1, 1, 1]"
R5150,1,63227,14516,11,4,27,7,"[12573, 12814, 13838, 15443, 8559]","[0, 4, 1, 6, 0]","[2, 1, 1, 0, 0]","[5, 5, 5, 3, 9]"
B5151,0,87092,-4199,24,24,42,0,"[16524, 16663, 20075, 20231, 13599]","[2, 4, 9, 8, 1]","[4, 7, 2, 7, 4]","[8, 8, 4, 7, 15]"
R5151,1,91291,4199,24,24,50,0,"[19307, 16148, 20904, 21372, 13560]","[9, 1, 4, 8, 2]","[6, 4, 5, 4, 5]","[6, 12, 9, 7, 16]"
B5152,0,78232,-3312,23,21,58,2,"[16254, 13568, 18200, 18546, 11664]","[2, 1, 6, 14, 0]","[6, 2, 3, 6, 4]","[10, 15, 8, 7, 18]"
R5152,1,81544,3312,21,23,50,-2,"[15954, 14376, 17913, 20639, 12662]","[5, 1, 8, 7, 0]","[7, 4, 3, 5, 4]","[6, 11, 5, 11, 17]"
B5153,0,50282,-5102,5,16,5,-11,"[10735, 9700, 11482, 10807, 7558]","[2, 1, 0, 1, 1]","[3, 1, 3, 4, 5]","[1, 0, 0, 3, 1]"
R5153,1,55384,5102,16,5,47,11,"[10711, 10819, 13501, 12067, 8286]","[2, 5, 3, 5, 1]","[0, 1, 2, 2, 0]","[11, 8, 9, 7, 12]"
B5154,0,50591,-16566,4,20,8,-16,"[11268, 8845, 11119, 11944, 7415]","[0, 2, 0, 1, 1]","[2, 6, 6, 3, 3]","[3, 1, 2, 0, 2]"
R5154,1,67157,16566,20,4,29,16,"[13209, 12692, 15174, 14966, 11116]","[3, 4, 6, 3, 4]","[1, 1, 0, 2, 0]","[6, 7, 4, 6, 6]"
B5155,0,75591,-5207,15,20,42,-5,"[14207, 14142, 18997, 17427, 10818]","[3, 4, 5, 3, 0]","[2, 3, 4, 5, 6]","[10, 9, 4, 8, 11]"
R5155,1,80798,5207,20,15,54,5,"[17000, 14386, 19602, 18585, 11225]","[2, 2, 9, 6, 1]","[2, 3, 4, 3, 3]","[12, 13, 8, 8, 13]"
B5156,1,56300,13745,14,4,30,10,"[12009, 10959, 13165, 11735, 8432]","[3, 3, 5, 3, 0]","[0, 2, 0, 2, 0]","[6, 8, 4, 5, 7]"
R5156,0,42555,-13745,4,14,7,-10,"[8592, 8017, 9235, 10315, 6396]","[0, 0, 2, 1, 1]","[5, 2, 1, 2, 4]","[1, 2, 0, 2, 2]"
B5157,0,43609,-11377,9,30,15,-21,"[8674, 8717, 8922, 10144, 7152]","[0, 3, 0, 4, 2]","[7, 6, 6, 6, 5]","[2, 4, 0, 5, 4]"
R5157,1,54986,11377,30,9,56,21,"[13424, 11072, 11791, 11368, 7331]","[9, 9, 6, 6, 0]","[2, 1, 0, 2, 4]","[9, 13, 8, 10, 16]"
B5158,0,53299,-7152,5,12,12,-7,"[11021, 10891, 12378, 11672, 7337]","[1, 1, 2, 1, 0]","[2, 3, 2, 3, 2]","[3, 1, 3, 2, 3]"
R5158,1,60451,7152,12,5,31,7,"[14709, 11250, 12294, 14366, 7832]","[6, 1, 4, 1, 0]","[0, 1, 2, 1, 1]","[3, 7, 4, 7, 10]"
B5159,1,55772,11003,11,0,37,11,"[10884, 10299, 13719, 12204, 8666]","[2, 2, 5, 0, 2]","[0, 0, 0, 0, 0]","[4, 9, 5, 10, 9]"
R5159,0,44769,-11003,0,11,0,-11,"[9837, 8403, 10325, 9717, 6487]","[0, 0, 0, 0, 0]","[3, 4, 1, 2, 1]","[0, 0, 0, 0, 0]"
B5160,0,44782,-7729,10,17,14,-7,"[8757, 8775, 10544, 10679, 6027]","[2, 2, 3, 3, 0]","[5, 2, 3, 4, 3]","[1, 5, 1, 3, 4]"
R5160,1,52511,7729,17,10,46,7,"[11674, 10091, 11740, 11396, 7610]","[5, 4, 3, 5, 0]","[0, 2, 3, 3, 2]","[9, 10, 7, 8, 12]"
B5161,0,55906,-10034,6,16,14,-10,"[10659, 9974, 13550, 13139, 8584]","[0, 3, 1, 2, 0]","[3, 3, 2, 3, 5]","[3, 2, 2, 3, 4]"
R5161,1,65940,10034,16,6,40,10,"[15634, 12793, 14803, 12778, 9932]","[8, 1, 3, 3, 1]","[1, 1, 1, 2, 1]","[3, 9, 10, 8, 10]"
B5162,1,76601,7525,20,17,43,3,"[16191, 13612, 17510, 16832, 12456]","[6, 2, 7, 3, 2]","[3, 4, 2, 5, 3]","[3, 8, 8, 10, 14]"
R5162,0,69076,-7525,17,20,37,-3,"[13912, 12790, 15952, 15763, 10659]","[2, 3, 7, 5, 0]","[1, 2, 6, 6, 5]","[5, 8, 4, 8, 12]"
B5163,0,55213,-13343,3,12,10,-9,"[11003, 9602, 11794, 14910, 7904]","[0, 0, 1, 2, 0]","[2, 2, 5, 1, 2]","[2, 3, 1, 1, 3]"
R5163,1,68556,13343,12,3,30,9,"[14179, 11693, 15631, 16760, 10293]","[3, 1, 3, 5, 0]","[2, 0, 0, 1, 0]","[3, 4, 6, 6, 11]"
B5164,0,59218,-14741,12,24,31,-12,"[12133, 12769, 12469, 13302, 8545]","[3, 4, 0, 5, 0]","[6, 4, 2, 7, 5]","[7, 4, 6, 5, 9]"
R5164,1,73959,14741,24,12,64,12,"[17949, 13533, 17106, 15184, 10187]","[9, 2, 8, 5, 0]","[1, 2, 2, 4, 3]","[6, 17, 12, 10, 19]"
B5165,1,70932,9353,13,16,30,-3,"[15836, 12150, 16279, 16812, 9855]","[2, 0, 7, 4, 0]","[2, 4, 2, 4, 4]","[5, 10, 2, 6, 7]"
R5165,0,61579,-9353,16,13,30,3,"[12552, 12984, 13425, 13801, 8817]","[1, 5, 5, 4, 1]","[4, 1, 6, 0, 2]","[4, 4, 7, 5, 10]"
B5166,1,70629,7182,16,11,38,5,"[14956, 13847, 16561, 15389, 9876]","[3, 5, 3, 5, 0]","[1, 1, 1, 4, 4]","[8, 9, 8, 4, 9]"
R5166,0,63447,-7182,11,16,27,-5,"[12826, 12141, 14837, 13336, 10307]","[1, 1, 3, 5, 1]","[5, 2, 4, 3, 2]","[5, 7, 3, 4, 8]"
B5167,1,64640,3642,25,11,65,14,"[11897, 11459, 12957, 16965, 11362]","[2, 1, 5, 11, 6]","[3, 2, 1, 3, 2]","[16, 9, 12, 13, 15]"
R5167,0,60998,-3642,11,25,27,-14,"[12471, 12202, 13637, 13453, 9235]","[0, 4, 4, 3, 0]","[5, 4, 5, 4, 7]","[6, 6, 2, 4, 9]"
B5168,1,80475,2801,12,13,21,-1,"[17709, 14977, 19493, 16712, 11584]","[4, 3, 3, 2, 0]","[2, 2, 2, 3, 4]","[1, 5, 3, 4, 8]"
R5168,0,77674,-2801,13,12,23,1,"[16490, 15209, 16048, 17740, 12187]","[2, 2, 2, 6, 1]","[3, 0, 3, 4, 2]","[1, 7, 4, 4, 7]"
B5169,1,78399,13606,10,4,29,6,"[16914, 14018, 19795, 16769, 10903]","[3, 1, 4, 2, 0]","[1, 2, 0, 0, 1]","[1, 9, 4, 6, 9]"
R5169,0,64793,-13606,4,10,6,-6,"[14875, 11640, 15853, 13350, 9075]","[1, 0, 2, 1, 0]","[2, 1, 3, 2, 2]","[0, 3, 1, 0, 2]"
B5170,1,63644,8558,19,12,44,7,"[13597, 11952, 14208, 14061, 9826]","[4, 1, 5, 7, 2]","[6, 0, 1, 3, 2]","[6, 12, 9, 5, 12]"
R5170,0,55086,-8558,12,19,29,-7,"[11349, 10271, 13328, 11938, 8200]","[2, 0, 4, 5, 1]","[4, 5, 3, 4, 3]","[7, 9, 2, 4, 7]"
B5171,1,63408,8552,20,14,58,6,"[13772, 10882, 13958, 15216, 9580]","[8, 0, 4, 7, 1]","[2, 5, 3, 2, 2]","[8, 13, 11, 10, 16]"
R5171,0,54856,-8552,14,20,38,-6,"[11541, 10800, 12107, 12460, 7948]","[5, 3, 3, 2, 1]","[3, 5, 6, 4, 2]","[3, 11, 9, 6, 9]"
B5172,0,65755,-4241,18,22,36,-4,"[14228, 12629, 15531, 13825, 9542]","[4, 1, 10, 2, 1]","[4, 5, 5, 6, 2]","[8, 7, 5, 7, 9]"
R5172,1,69996,4241,22,18,46,4,"[15192, 14294, 14960, 15366, 10184]","[6, 5, 3, 7, 1]","[7, 3, 3, 3, 2]","[1, 7, 11, 11, 16]"
B5173,1,61172,15263,28,12,47,16,"[14883, 10679, 12839, 13611, 9160]","[13, 1, 5, 9, 0]","[2, 3, 3, 3, 1]","[3, 9, 8, 7, 20]"
R5173,0,45909,-15263,12,28,18,-16,"[9285, 9071, 10384, 9833, 7336]","[1, 3, 4, 3, 1]","[5, 7, 7, 5, 4]","[3, 5, 2, 2, 6]"
B5174,1,47139,6218,14,2,40,12,"[9674, 9731, 10060, 10742, 6932]","[2, 4, 4, 3, 1]","[0, 1, 0, 0, 1]","[6, 8, 7, 8, 11]"
R5174,0,40921,-6218,2,14,5,-12,"[10471, 8082, 8676, 7587, 6105]","[0, 2, 0, 0, 0]","[1, 5, 4, 1, 3]","[0, 0, 2, 1, 2]"
B5175,1,56645,7276,14,7,40,7,"[12642, 9757, 12925, 14130, 7191]","[4, 1, 4, 5, 0]","[0, 2, 2, 1, 2]","[7, 10, 8, 5, 10]"
R5175,0,49369,-7276,7,14,17,-7,"[11751, 9376, 11334, 9563, 7345]","[2, 0, 5, 0, 0]","[3, 3, 4, 3, 1]","[4, 3, 2, 3, 5]"
B5176,0,56357,-10871,8,21,19,-13,"[11038, 10373, 14084, 12992, 7870]","[0, 2, 5, 1, 0]","[5, 5, 5, 1, 5]","[5, 3, 2, 3, 6]"
R5176,1,67228,10871,21,8,55,13,"[14700, 12798, 14487, 16472, 8771]","[4, 6, 4, 7, 0]","[2, 2, 2, 1, 1]","[10, 11, 12, 7, 15]"
B5177,1,74883,4900,18,16,51,2,"[16236, 14711, 16276, 15406, 12254]","[2, 4, 3, 6, 3]","[2, 2, 5, 4, 3]","[9, 11, 10, 9, 12]"
R5177,0,69983,-4900,16,18,39,-2,"[13360, 12802, 16738, 17084, 9999]","[1, 3, 8, 4, 0]","[4, 4, 5, 4, 1]","[5, 10, 6, 5, 13]"
B5178,0,42500,-18257,1,19,1,-18,"[9743, 8372, 9434, 8956, 5995]","[0, 1, 0, 0, 0]","[4, 2, 4, 5, 4]","[0, 0, 0, 1, 0]"
